place_name,polarity,subjectivity,NLTK_Compound,review_rating
Adult Emergency Department: Stanford Hospital,0.04850793650793651,0.46184963534963536,-0.24588000000000002,1.8
Adult Internal Medicine and Urgent Care of Pleasant Hill,-0.25,0.3,-0.5255,1.0
Advance Urgent Care And Med Spa,0.26230894660894666,0.5639323232323232,0.8791800000000001,5.0
Advance Urgent Care and Med Spa,0.20430613553113552,0.4760387667887668,0.8434200000000001,4.2
Advance Urgent Medical Group,0.056150295471724045,0.6488691361548504,0.29494,3.4
Advanced Cardiology Medical Associates,0.2792121212121212,0.6870404040404041,0.5277000000000001,4.2
Advanced Medical Care,0.1525,0.36333333333333334,0.19333333333333333,3.0
Advanced Medical Care Center,0.22217560015741836,0.5695615374524465,0.5821799999999999,4.2
Advanced Medical and Urgent Care Center,0.24683838383838386,0.5351000481000481,0.54454,3.4
Advanced Urgent Care of Pasadena,0.20676295093795094,0.5596922438672439,0.8599,5.0
Advanced Veterinary Specialists,0.2514449404761905,0.5235166666666666,0.944,5.0
Adventist Health Bakersfield Emergency Room,0.10181341475984333,0.5123666168487597,-0.17895999999999998,1.6
Adventist Health Clear Lake: Emergency Room,-0.08555555555555554,0.63,-0.03158000000000001,2.6
Adventist Health Community Care,0.11077314814814816,0.6055486411736413,0.19943000000000002,2.6
Adventist Health Complex Care,0.34750000000000003,0.6216,0.78736,4.8
Adventist Health Delano,0.09138804945054946,0.5784322344322345,0.38767999999999997,3.4
Adventist Health Delano: Emergency Room,0.18887491645781124,0.49656049150654413,0.01764000000000001,2.6
Adventist Health Hanford Birth Center,0.3449841645595234,0.5675756236387217,0.98482,5.0
Adventist Health Lacey Medical Plaza,0.1726349206349206,0.5426362433862434,0.54654,3.0
Adventist Health Lodi Memorial Medical Office - Trinity Multispecialty Care (Family & Specialty),0.1520326278659612,0.39489748677248676,0.11866000000000002,2.6
Adventist Health Lodi Memorial Medical Office -Galt Multispecialty Care (Galt Family and Specialty),0.24386284548784548,0.4275618964368964,0.48968,3.2
Adventist Health Medical Office,0.27639303540426585,0.44649206349206355,0.6183,3.6
Adventist Health Medical Office - Tulare,0.1280898268398268,0.569045214045214,0.42801999999999996,4.0
Adventist Health Reedley: Emergency Room,0.17376140873015872,0.4626984126984127,0.58136,3.4
Adventist Health Selma: Emergency Room,0.03532403581267219,0.43454966329966327,0.20526,2.2
Adventist Health Simi Valley: Emergency Room,0.10619993594028522,0.4988470135528959,-0.4099666666666666,1.0
Adventist Health Sonora - Emergency Department,-0.11825000000000001,0.6639166666666666,0.010460000000000025,2.6
Adventist Health St. Helena: Emergency Room,0.3740244708994709,0.5753968253968254,0.7437333333333332,3.6666666666666665
Adventist Health Tehachapi Valley Emergency Room,0.41523809523809524,0.6821428571428572,0.8814500000000001,4.0
Adventist Health Tulare,0.2939325396825397,0.5384933862433863,0.5678799999999999,4.6
Adventist Health Tulare: Emergency Room,0.3217105751391465,0.6540283446712017,0.6613,4.0
Affordable Urgent Care,0.25578022522140176,0.5161425459072518,0.71242,4.0
After Hour Pediatrics Urgent Care Clinic,0.32739682539682546,0.5477854090354091,0.94618,5.0
After Hours Dental Service,0.33999999999999997,0.735,0.3382,5.0
After Hours Medical Group,0.3860621693121693,0.6326256613756613,0.9521200000000001,4.4
After Hours Pediatrics - Urgent Care,0.23831889119284075,0.5462675546209159,0.93496,4.6
Agile Occupational Medicine Delano,0.3814491341991341,0.6530758844330273,0.57312,4.2
Airport Marina Clinic,-0.03333333333333333,0.24,0.9659,1.0
Airport Medical Clinic,0.1482202380952381,0.49608928571428573,0.10135999999999998,2.6
Alameda Emergency Care Center,-0.015166335978835965,0.6080412698412698,0.19750000000000004,3.4
Alameda Health System : Emergency Room,0.1308333333333334,0.6333333333333333,0.1335,3.0
Albert J Thomas Medical Clinic,-0.06878246753246751,0.5993452380952381,-0.7839666666666667,1.0
Alexander Valley Healthcare,0.22012202380952378,0.595797619047619,0.31444,3.6
Alexian Health Clinic,0.0026455026455026454,0.5846560846560847,0.7187,5.0
Alhambra Family Practice,0.3333333333333333,0.43333333333333335,0.8122,5.0
Alhambra Urgent Care,0.2730208333333334,0.3372222222222222,0.7025250000000001,4.0
Ali Abaian Medical Clinic,0.5114285714285713,0.6376190476190476,0.8377000000000001,5.0
"Ali Raza Effendi, MD | Kaiser Permanente",0.6991319444444445,0.8722222222222222,0.92615,5.0
"Alicia Guevara, MD",-0.02266409146409145,0.44367483481430847,-0.22096,1.0
All Creatures Veterinary Emergency Clinic | Folsom,0.1825284365282141,0.6046641242199359,0.9434000000000001,5.0
All Creatures Veterinary Emergency Clinic | Stockton,0.2417660743041178,0.6067956061651715,0.9127600000000001,5.0
"All For Health, Health For All",0.18750992063492067,0.611765873015873,0.42184,3.2
All In Health,0.3060748251748252,0.5450707237207236,0.6526799999999999,5.0
All Valley Urgent Care - Calimesa,0.2766362750310119,0.5592837143363459,0.98268,5.0
All-Inclusive Community Health Center,0.07655866702741702,0.5325014430014431,0.31272,2.0
AllCare Medical Group,0.421375,0.5873333333333333,0.82362,5.0
Alliance Medical Center,0.1990753960201505,0.526743125701459,0.38031,2.7
Alliance Medical Group in San Pablo,0.2634739858906526,0.5584708994708996,0.77904,4.4
Alliance Urgent Care,0.24024831309041836,0.579270580296896,0.8066600000000002,4.2
Allied Pacific Urgent Care,-0.07347645308123249,0.44679971988795514,0.20754,2.6
Allmed Medical Center,-0.06326635383175953,0.4584122790140334,-0.46779000000000004,1.2
Alpine Urgent Care,0.39146666666666663,0.5632166666666667,0.92402,5.0
Alta Bates Campus Emergency Department,0.06307140934945812,0.43869648914770865,0.1621,3.6
Alta Bates Summit Medical Center - Alta Bates,0.01875000000000001,0.7347222222222222,-0.2565,2.0
Alta Family Health Clinic,-0.0826243894993895,0.4727945665445666,-0.31654,1.8
Alta Mira Urgent Care,0.23574725274725275,0.5125848595848596,0.8019399999999999,4.2
AltaMed Urgent Care — West Covina,0.10884577922077923,0.456963924963925,0.24786000000000002,1.8
Alternative Health Solutions/Services,0.24234722222222221,0.490468253968254,0.19332,3.0
Alvarado Medical Clinic,-0.08327272727272726,0.4543131313131313,-0.6302399999999999,1.0
Alvarez Healthcare Lamont Clinic,0.02364502164502164,0.5705627705627705,0.12940000000000002,2.8
"Amador Emergency Physicians Medical Group, Inc.",1.0,0.3,-0.1531,1.0
Amargosa Family Clinic,0.055827972709551664,0.441708089668616,-0.13201999999999997,1.8
American Indian Health & Services,0.14173858998144712,0.5646745207173779,0.28032,3.8
"American River Urgent Care Orangevale, CA",0.17394401927437642,0.5785507296935869,0.87806,5.0
American Urgent Care Center,0.24343750000000003,0.3766885198135198,0.8391,4.2
Ameriwest Medical Clinic,0.05964646464646465,0.18260461760461763,0.4696,2.0
"Amin Shendy Abdelmeseeh, MD | Kaiser Permanente",0.1269,0.498595238095238,0.3718,3.4
"Amrit Pal Dhillon, PA-C",0.34201130437023297,0.5640716398680684,0.96892,5.0
Anaheim Global Medical Center: Emergency Room,0.220583307113638,0.5982934875581934,0.69142,3.4
Anaheim Market Clinic,0.16189952820616882,0.41057639419404124,0.10768,3.0
Anaheim Medical Clinic | Dr. Victor Fayad,0.36751645576645575,0.5776142191142191,0.95848,5.0
Anaheim Medical Group,0.17100396825396827,0.4325119047619047,0.8282399999999999,3.8
"Angela Bell, MD",0.74,0.9,0.8221,5.0
Angela Panah Medical Clinic,0.39592307692307693,0.5664551282051282,0.43014,4.2
Angeles Medical Clinic,0.38240634920634925,0.5050730158730159,0.5736,4.2
Animal Dermatology Clinic,0.14952334702334702,0.5362775290553068,0.16383333333333336,3.6666666666666665
Animal Emergency & Urgent Care,0.149654427928842,0.5410555555555556,0.5647,4.2
Animal Emergency Clinic,0.25376645923520924,0.5271902807840307,0.68267,4.7
Animal Emergency Clinic of San Diego,0.09625869231077563,0.45812160283527803,0.1782,3.4
Animal Medical Center,0.3380194083694084,0.5324961760461762,0.75666,4.0
Animal Urgent Care,0.22221587195484255,0.5401410313542666,0.78354,5.0
Animal Urgent Care of Rocklin,0.262840940634352,0.4646770267225932,0.96376,5.0
Animal Urgent Care of South Orange County,0.17929485456064403,0.5316739177059611,0.6481600000000001,4.2
Animal-AM Emergency Clinic of Pasadena,0.143486135123906,0.4916796413940377,0.5803200000000001,3.4
Anthony Streutker,0.24295238095238095,0.5938333333333333,0.4540333333333333,3.6666666666666665
Antioch Health Center,-0.004871794871794866,0.5501611721611722,-0.44190000000000007,1.0
Anza Community Health Center,0.25963874883286653,0.5284046685340803,0.5356400000000001,3.4
"Apex Annex Health Center, Inc",-0.035343554593554594,0.567472582972583,-0.74526,1.0
Apex Medical Group,0.08721699411699411,0.5290837773337774,-0.15519999999999998,1.8
Apollo Physicians,0.2599250000000001,0.5862043650793651,0.24188,3.4
Apple Urgent Care,0.23753880711880712,0.5505791705648848,0.725432,4.12
Apple Urgent Care-San Bernardino,0.4606675986050986,0.63304806998557,0.98012,5.0
Apple Urgent Care-San Jacinto,0.18930685082113655,0.654329279186422,0.7404999999999999,3.6
Apricot Valley Urgent Care & Aesthetics,0.2242709272787398,0.562560125060125,0.6187,3.6666666666666665
Apricot Valley Urgent Care & Aesthetics Modesto,0.5650462962962963,0.7615740740740742,0.849525,5.0
Arbuckle Health Clinic,0.5499999999999999,0.6333333333333333,0.955,5.0
"Aria Community Health Center, Lemoore",0.418154761904762,0.42110119047619043,0.8883800000000001,5.0
Arleta Urgent Care and Family Clinic,0.3083585858585859,0.5147698412698413,0.93916,3.4
Arlington Family Clinic,0.37246060606060605,0.47281818181818175,0.8798,5.0
Armstrong Urgent Care and Walk In Clinic,0.36105028860028865,0.5221484848484849,0.97266,5.0
Arrowhead Fontana Family Health,0.10618117472804973,0.5865555166284333,0.38416,2.4
Arrowhead Regional Medical Center: Emergency Room,-0.10132609144327895,0.5090423465423466,-0.3261,1.0
Arvin Medical Clinic,0.31418065268065265,0.5086250416250416,0.60432,4.2
Ashlan Medical Clinic- General Family Practice,0.12957380952380954,0.5050130952380952,0.13796000000000003,2.6
Ashland Free Medical Clinic,0.3475446428571428,0.6897321428571429,0.620625,3.0
Asian Medical Clinic,0.10450456950456952,0.5732780182780182,0.0024399999999999977,1.8
Assure Primary and Urgent Care,0.350660125588697,0.5799376242804815,0.9786999999999999,5.0
Atlantic Family Medical Clinic,0.1832202831890332,0.5835950577200577,0.38678,3.4
"Auburn Medical Group, Inc",0.23968425324675327,0.4541173641173641,0.66414,4.2
Aurora Vista del Mar,0.09803436147186148,0.4328978775853776,0.01581999999999998,1.8
Austin Causey,-0.10204468150896721,0.5003053494124923,-0.7387,1.0
Avalon Malibu,0.34813700743700743,0.5802546287046286,0.96822,5.0
Avalon Urgent Care Center,0.19326599326599325,0.516354377104377,0.61546,2.8
Avenal Medical Clinic,0.08009523809523808,0.6859695767195767,0.09877999999999998,2.6
"Avicenna Medical Clinic: Aref Karbasi, MD",0.4853537037037037,0.724236574074074,0.95214,5.0
Axis Community Health - Medical Clinic,0.09263354828042329,0.5819412698412698,0.08849,3.3
Axos Urgent Care - Escondido,0.5567826140873016,0.6656721230158731,0.772125,5.0
BIENESTAR COMMUNITY CLINIC,0.21565883190883192,0.3738573463573464,0.6349666666666667,5.0
BUENA MEDICAL CLINIC,0.19960075757575757,0.5120076923076924,0.49332000000000004,3.4
Bach Story Clinic (Bay Area Community Health),0.24583333333333335,0.5750000000000001,-0.09453333333333336,2.3333333333333335
Bakersfield Behavioral Healthcare Hospital,0.1395149470899471,0.5820749999999999,0.20072,3.2
Bakersfield Family Medical Center,-0.008096846011131736,0.566569387755102,0.20356000000000002,2.8
Baldwin Park Medical Clinic,0.14485714285714285,0.4433809523809524,-0.70692,1.0
Baldy View Animal Hospital,0.2311290684624018,0.6420579667246333,0.93058,5.0
Baptist Health Urgent Care - North Little Rock (JFK),0.1538505291005291,0.49730291005291,0.31083999999999995,2.6
Barstow Community Hospital,0.11502277777777778,0.5158220238095238,-0.17642,2.6
Barstow Community Hospital Emergency Department,0.16798580086580084,0.5326242424242424,0.54816,4.2
Baseline Medical Clinic,0.2408387445887446,0.5995761183261183,0.08304,2.6
Bastyr University Clinic,0.20142278439153438,0.5547056878306879,0.5707,4.6
Baum 5 Star Healthcare,0.15571268315018313,0.44214102564102564,0.26693999999999996,3.4
Bay Area Community Health,-0.28840350877192983,0.5201074561403509,-0.61068,1.0
Bay Point Family Health Center,0.08750000000000002,0.60625,0.04620000000000002,3.0
Bayanihan Clinic,0.0,0.0,0.0,5.0
Bayside Medical Center,0.03983333333333333,0.4006428571428572,0.18014000000000002,2.8
Bear Valley Community Hospital,-0.035019097222222205,0.5534872134038802,0.08788,2.6
Bear Valley Community: Emergency Room,0.1205537037037037,0.49963875661375656,0.35191999999999996,3.4
Bear Valley Urgent Care,-0.11982420634920635,0.6818615079365079,0.027819999999999994,2.6
Berkeley Emergency Medical Grp,-0.09702380952380953,0.626031746031746,-0.6899000000000001,1.0
Berman Skin Institute | Medical & Cosmetic Dermatology,0.08535569985569987,0.4984617604617604,0.12766,2.6
Beverly Hills Medical Clinic,0.3606666666666667,0.6143174603174603,0.6392800000000001,4.2
Beverly Hills Urgent Care,0.18646520146520146,0.4632916157916158,0.023760000000000003,2.6
Bhaskar Shyam MD,0.24840836940836936,0.5296363636363637,0.52388,3.2
Bienestar Community Clinic,0.26150252525252526,0.5756168831168831,0.8388,5.0
Big Bear Urgent Care,0.2559003524253524,0.543370806970807,0.61298,4.2
Bissell Clinic,0.26316666666666666,0.5685629629629629,0.57928,5.0
Bivins Herbert G MD,0.11333333333333333,0.36,-0.3641,1.0
"Blackhawk Medical Walk-In Clinic, a division of Bass Medical Group",0.17154184704184705,0.5660320466570467,0.298,3.4
Blue Shield PPO Urgent Care: Us Healthworks Med Grp Pc,-0.15625,0.3,-0.4863,1.0
BluePearl Pet Hospital,0.3340900641025641,0.5326229751729752,0.96172,5.0
"Bob E. Blake, M.D.",0.35,0.30000000000000004,-0.023799999999999988,1.5
Bond Medical Clinic Inc,0.7,0.6000000000000001,0.4404,5.0
Branch Health Clinic North Island NAS,-0.2186111111111111,0.45916666666666667,-0.48322000000000004,1.0
Brea Urgent Care,0.2776301476301476,0.5748033078033078,0.56204,3.6
Brentview Medical Urgent Care,0.11963364262371616,0.5206111360453273,0.09901000000000001,2.2
Brentwood Health Center,0.05354020979020979,0.5077869075369076,0.13658,2.2
Brentwood Medical Marijuana Card - 420 Evaluations,0.3166666666666667,0.3527777777777778,0.7343333333333333,4.333333333333333
Brian Bai Clinic,0.35520833333333335,0.715625,0.4204,4.0
Bridge Clinic,0.22323228021978023,0.4560408841158841,0.85376,4.2
BrightCare Animal ER - Emergency Veterinarian,0.04619581807081807,0.5185551393051393,0.24628,2.0
Brighter Beginnings Health Clinic/La Clinica de Salud,0.383992673992674,0.6034249084249084,0.7536,5.0
Brimhall Primary Care Clinic,0.4392409622541201,0.5964698298777246,0.98644,5.0
Broadway Medical Clinic,0.1539625850340136,0.5677165532879819,0.38088,3.4
Brown & Toland Physician Services,0.0037121212121212035,0.5598935786435786,-0.3199666666666667,2.3333333333333335
Buellton Medical Center,-0.017878787878787876,0.44008180708180705,0.31378000000000006,1.0
Buena Vista Family Medical Center,0.22326086956521737,0.46057971014492755,0.9768,5.0
Burbank Emergency Medical Grp,-0.057837409812409826,0.37245667388167386,-0.24904,1.2
Burbank Urgent Care,0.33476054593554594,0.5549335978835979,0.94876,4.2
C.O.P.E. Clinic,0.2928585858585858,0.4924915824915825,0.79656,4.2
"C.O.R.E. Medical Clinic, Inc.",0.12032016594516595,0.5749525012025012,0.5601200000000001,4.0
CAPS Pregnancy + Medical Clinics,0.37013976854465985,0.593152789677406,0.96237,5.0
CDC,-0.05,0.05,0.042899999999999994,1.0
"CHOC Pediatric Urgent Care, Commerce Tower",0.08502056423109056,0.5130890527601054,0.24908000000000002,2.4
CLASSIC URGENT CARE,0.20873401875901876,0.535541798941799,0.83482,4.4
CMC Channel Campus,0.17094337606837606,0.5467136752136752,0.61382,4.4
CMC Dixon,0.21102358560979254,0.46580768273871725,0.8176,4.2
CMC East March | CareToday,0.26055555555555554,0.49117521367521366,0.46352000000000004,3.2
CMC Gleason House,0.15323740079365078,0.41630211640211645,0.5742,3.8
CMC Lodi Turner,-0.0074999999999999884,0.4514848484848485,0.03879999999999999,2.6
CMC Manteca,-0.055800000000000016,0.49149999999999994,-0.25152,1.8
CMC Tracy Grant Line,-0.015504130591630597,0.4402228956228956,-0.67828,1.0
CMC Waterloo,0.11725031635031632,0.5435793428793428,-0.06655999999999998,2.6
CMC West Lane,0.17934436469962786,0.4497377826851511,0.47872000000000003,3.2
CMG ExpressCare,0.2044042328042328,0.4150185185185185,0.7861800000000001,4.2
CMH Urgent Care,0.10593073593073592,0.5448220298220299,-0.16130000000000003,2.6
CMP Urgent Care,-0.030417027417027398,0.500984607984608,0.06774,2.6
COLFS Medical Clinic,0.3363343253968254,0.5365198412698413,0.94872,5.0
CPH - Comprehensive Pediatric Health,0.3789451058201058,0.5920899470899471,0.9468400000000001,4.8
"CPMC Emergency, Davies Campus",0.14077455648926235,0.4795871965452848,-0.14458,2.6
"CPMC Emergency, Mission Bernal Campus",-0.04096212121212121,0.4898380230880231,-0.37728,2.0
"CPMC Emergency, Van Ness Campus",0.1899079666588858,0.526272635316753,0.284,4.2
CVS,-0.43595238095238087,0.5325396825396825,0.044550000000000034,3.0
Cali Quick Urgent Care,0.28625132275132276,0.5442962962962963,0.85786,5.0
California Emergency Physician,1.0,1.0,0.5719,5.0
California Emergency Physicians,0.19829059829059828,0.5444444444444444,0.12119999999999999,4.0
California Medical Clinic,-0.2056111111111111,0.5693917233560091,-0.66723,1.0
California Urgent Care Center - Modesto,-0.03664170274170274,0.5479881673881674,-0.79236,1.0
California Urgent Care Center Lodi,0.23273065476190474,0.5598462301587301,0.15055999999999997,2.6
California Urgent Care Center Manteca,0.13802698412698414,0.5968280423280423,0.009939999999999971,2.6
California Urgent Care Center Stockton,0.11052024291497978,0.4495584795321637,-0.13190000000000002,2.6
California Urgent Care Center Stockton-Pershing,0.05235976393398269,0.5595487012987014,0.10078000000000001,2.0
California's Lice Clinic Treatment Center,0.26574603174603173,0.5183492063492063,0.8702,5.0
Camarena Health - Almond Urgent Care,0.0814647804576376,0.48028744588744593,0.11928000000000001,2.8
Camarena Health - Country Club Urgent Care,0.08825185185185186,0.5096481481481481,0.52214,3.4
Camarena Health - Fresno Urgent Care,0.1501033171621407,0.5257460513342866,0.17988,2.4
Camarena Health - Millbrook Health Center,0.2785238095238095,0.6024930555555555,0.7431599999999999,3.4
Camarena Health - Oakhurst Urgent Care,0.22768395061728394,0.5107007054673721,0.79204,4.6
Camarena Health County Club Health Center,0.37096874999999996,0.6125833333333334,0.86144,5.0
Camarena Health Oakhurst Health Center,0.04676831581117295,0.525192970521542,0.7803,3.6
Camarena Health- 6th Street Health Center,-0.019273393841007475,0.503499716445171,0.019199999999999974,2.6
Camino Health Center,0.08281589390142022,0.5741286359838991,0.01544000000000001,2.6
Camino Medical Group,0.75,0.675,0.7906,4.0
Canyon Medical Center & Urgent Care,0.3430110028860029,0.5847273328523329,0.8545999999999999,5.0
Canyon Ridge Hospital,0.06923065378557369,0.50216304290675,0.19907999999999998,1.8
Capitol Urgent Care,0.0,0.0,0.0,1.0
Carbon Health Urgent & Primary Care Alameda - Alameda Landing,0.14333650932400935,0.45197606837606835,-0.18372000000000005,2.6
Carbon Health Urgent & Primary Care Albany - University Village,0.3018547619047619,0.5421206349206349,0.5785199999999999,3.4
Carbon Health Urgent & Primary Care Berkeley,0.14749208754208754,0.5521474747474747,0.57718,3.8
Carbon Health Urgent & Primary Care Campbell,0.2107070707070707,0.5265222462722463,0.56894,4.2
Carbon Health Urgent & Primary Care Corte Madera,0.28121455627705627,0.5659748376623377,0.86568,5.0
Carbon Health Urgent & Primary Care San Francisco - Castro,0.07468652692336904,0.49393246373509536,0.5412,2.6
Carbon Health Urgent & Primary Care San Francisco - Civic Center,0.19799756362799842,0.463374950331472,0.59638,3.4
Carbon Health Urgent & Primary Care San Francisco - Irving Street,0.2850891774891775,0.5052415806415806,0.2882,3.4
Carbon Health Urgent & Primary Care San Francisco - Stonestown Galleria,0.22632492586778302,0.5398599337170765,0.8953599999999999,4.0
Carbon Health Urgent & Primary Care San Mateo - Hillsdale Mall,0.21352913752913755,0.5113873348873349,0.5333,3.8
Carbon Health Urgent Care Alameda - Bridgeside Center,0.29040530303030304,0.5288636363636364,0.85946,4.2
Carbon Health Urgent Care Antioch - Slatten Ranch,0.3087859052711994,0.5803130676513029,0.92904,4.2
Carbon Health Urgent Care Atascadero,0.3590390211640212,0.6279001322751323,0.9512599999999999,5.0
Carbon Health Urgent Care Carlsbad - La Costa,0.25573779461279467,0.5082281144781144,0.79716,3.8
Carbon Health Urgent Care Carmichael,0.2621130741552819,0.5138487237870355,0.6755,4.2
Carbon Health Urgent Care Concord - Clayton Valley Center,0.20864935064935067,0.5997594997594998,0.5785199999999999,4.2
Carbon Health Urgent Care Corona - Bedford Marketplace,0.34049480625583567,0.5008538748832867,0.92712,5.0
Carbon Health Urgent Care Echo Park,0.3017708652178349,0.47898921028466485,0.9772399999999999,5.0
Carbon Health Urgent Care Escondido - Felicita Town Center,0.31265010683760686,0.5969188034188034,0.5690999999999999,4.2
Carbon Health Urgent Care Folsom,0.2710634920634921,0.5824054834054835,0.6595599999999999,4.2
Carbon Health Urgent Care Los Angeles - Midtown Crossing,0.3335680834317198,0.538525826446281,0.9565999999999999,5.0
Carbon Health Urgent Care Marina Del Rey - Washington Blvd,0.33507478354978354,0.5646361471861472,0.94086,5.0
Carbon Health Urgent Care Martinez,0.4180628306878306,0.6045873015873016,0.70626,4.4
Carbon Health Urgent Care Moorpark - Moorpark Marketplace,0.22883730158730162,0.5217817460317461,0.9125,4.6
Carbon Health Urgent Care Murrieta,0.2691122655122655,0.5265854256854257,0.58726,4.2
Carbon Health Urgent Care Natomas - Sacramento,0.25068769841269845,0.5447206349206348,0.91456,5.0
Carbon Health Urgent Care Novato - Vintage Oaks,0.29105792620078336,0.5517392393320966,0.92906,5.0
Carbon Health Urgent Care Oakland,0.33290737259816205,0.5441997702589808,0.94444,5.0
Carbon Health Urgent Care Oceanside - Fire Mountain,0.1436842231842232,0.48071717171717177,0.91368,4.4
Carbon Health Urgent Care Paso Robles,0.3044320243248815,0.45172278911564623,0.93056,5.0
